,title,text,subject,date
5396,"Trump, Republicans set timeframe for introducing Obamacare replacement","WASHINGTON (Reuters) - President Donald Trump and Republicans in Congress said on Thursday that they will soon unveil plans to repeal and replace Obamacare, providing a timeframe for a legislative goal they have struggled with for weeks.     Republicans, who control the White House, the U.S. House of Representatives and U.S. Senate, have long vowed to repeal the Affordable Care Act but have had difficulty agreeing on a detailed plan for replacing the signature domestic policy of former Democratic President Barack Obama. But announcements from Trump and House Speaker Paul Ryan claimed progress. “We’re doing Obamacare, we’re in the final stages,” Trump told a news conference. “So we will be submitting sometime in early March, mid-March.” Earlier Thursday, Ryan told reporters on Capitol Hill that House Republicans would introduce legislation to repeal and replace Obama’s program after a 10-day recess that begins on Friday. “After the House returns following the Presidents Day break, we intend to introduce legislation to repeal and replace Obamacare,” Ryan said at a press conference. Presidents Day is on Monday and the House returns on Feb. 27. Ryan spoke shortly after many House Republicans huddled in a closed session with newly-installed U.S. Health and Human Services Secretary Tom Price to discuss their options to change the 2010 law. The session was part pep talk and part laying out of talking points that can be delivered to constituents during the recess. A 19-page “policy brief” was distributed to lawmakers, and it included some details of the emerging House Republican healthcare strategy. In the weeks ahead, Republicans intend to repeal the penalties for Obamacare’s mandate requiring individuals to get coverage and employers to provide it, the policy brief said.  The House Republican replacement plan for Obamacare will include an age-based monthly tax credit that Americans who do not get health insurance through their employer can use to buy health insurance and take from job to job, the brief said. House Republicans plan to unwind the expansion of the Medicaid healthcare program for the poor that happened under Obamacare, and eventually cap federal Medicaid payments to states, the document said. And they plan to repeal cuts that Obamacare made in payments to hospitals treating large numbers of uninsured. Lawmakers left the meeting saying there was plenty more work ahead on thorny issues. House Ways and Means Committee Chairman Kevin Brady said there is “a range of options” for giving states more say over Medicaid. He also said there were options to offset the cost of a Republican plan, such as capping the tax exclusion for employer-based healthcare plans. ",politicsNews,"February 16, 2017 "
7283,"Factbox: President-elect Trump's top goals, biggest hurdles","(Reuters) - Republican Donald Trump campaigned on a promise to shake up Washington and as president the brash real estate mogul will be in a position to dramatically change how the United States handles immigration, trade and a range of other policies. Yet many of his more ambitious proposals will require cooperation from Congress after he takes office on Jan. 20. While he will may enjoy a post-election honeymoon with congressional Republicans, a long-lasting romance is far from guaranteed, given his uneasy relationship with congressional leaders and some basic ideological differences he has with Republican orthodoxy. Following is an overview of Trump’s top policy plans: In his campaign, Trump argued that international trade agreements had hurt U.S. workers and the country’s competitiveness. He has promised to “get tough” on China and withdraw from the 12-nation Trans-Pacific Partnership, or TPP, which is still not finalized. As president, Trump does have some power to raise tariffs on countries such as China.  President Barack Obama’s administration has suspended its efforts to win congressional approval for TPP, saying its fate was up to Trump and Republican lawmakers. Trump has also said he would renegotiate or scrap the North American Free Trade Agreement, the 1994 free-trade deal with Mexico and Canada. Both Canada and Mexico have indicated they are willing to discuss the agreement with Trump. Canada has indicated it would consider a free-trade agreement that excludes Mexico. Economists have warned that such moves would damage the economy by forcing consumers to pay dramatically higher prices on everything from refrigerators to T-shirts. U.S. exports, such as airplanes and soybeans, would likely suffer as well.      Trump has promised to build a wall along the Mexican border, deport millions of undocumented immigrants and ban immigration from countries that have been “compromised by terrorism.”  Since his election, he has said parts could be a fence instead of a wall, and he would act to deport up to 3 million immigrants in the country illegally who have criminal records. It was unclear where his figure comes from. Think tank Migration Policy Institute estimated in a 2015 report there were 820,000 unauthorized immigrants with criminal records.    Those policies would not come cheap. Trump has estimated the wall would cost $8 billion to $12 billion. Other estimates have run much higher. Politico estimated it would cost at least $166 billion to deport all of those in the country illegally and complete a border wall. While many congressional Republicans support those policies, they might blanch at the cost. Trump has said he would force Mexico to pay for the wall, but he has no power to force another country to spend money on something it does not want.  Trump also promised to withhold federal funds from “sanctuary cities” such as New York and Los Angeles that shield people who are in the country illegally.     More broadly, Trump could shift the broader debate over immigration, empowering skeptics like Republican Senator Jeff Sessions of Alabama who want to reduce overall immigration levels and reduce the number of skilled guest workers. That would be a blow to business groups and Hispanic advocates who have sought to relax immigration laws. Trump has promised to repeal President Barack Obama’s signature Affordable Care Act, popularly known as Obamacare, and replace it with a plan that would give states more control over the Medicaid health plan for the poor and allow insurers to sell plans nationally. He would need Congress to act, and Republicans could have difficulty getting the 60 votes needed to advance a repeal effort through the 100-member Senate. Republicans could face a public backlash if they repeal a law that has provided healthcare to millions of Americans who previously had no healthcare. After the election Trump said he would consider retaining parts of Obamacare, including provisions letting parents keep adult children up to age 26 on insurance policies and barring insurers from denying coverage to people with existing conditions. Trump has vowed to make deep tax cuts, while also promising to protect popular health and retirement programs that account for more than a third of U.S. government spending. That combination of policies would massively increase the national debt, according to the nonpartisan Center for a Responsible Budget. He has also proposed increasing spending on the military and infrastructure, but has said he would reduce spending on categories other than health and retirement by 1 percent each year. On taxes, he would get plenty of help from Republicans in Congress, who have been laying the groundwork for a tax-code overhaul that would lower rates and close loopholes. But they will encounter fierce resistance from homeowners, businesses and other interest groups that benefit from current tax breaks. Trump’s promise to protect entitlement programs such as Social Security and Medicare will rile fiscal conservatives, who worry they will swamp the federal budget in the decades to come. But those programs are popular with the American public. Trump has promised a “dismantling” of the 2010 Dodd-Frank financial reform law enacted following the financial crisis, but has given few details. Both Trump and the Republican Party have called for reinstating Glass-Steagall, the 1930s-era law that forced the separation of investment banks from deposit-taking institutions. Republican lawmakers have so far been unable to undo many of their most-despised pieces of the Dodd-Frank law, and many in their ranks oppose a return to Glass-Steagall. Trump appears to be leaning toward weakening the law in a manner similar to what was proposed in a bill known as the CHOICE Act this summer by Jeb Hensarling, the Republican chairman of the U.S. House Financial Services Committee.      Trump has offered few details about his plans to fight Islamic State but has said he would “knock the hell out of” the militant group. He says he is keeping the details of his strategy a secret so as not to disclose them to the enemy. Trump said that if he won, he would give U.S. generals 30 days after taking office on Jan. 20 to propose their own plans. Trump has said he opposes accepting refugees fleeing violence in Syria, and instead has said he would create “safe zones” there, which he says would be funded by Gulf states. Obama has said a safe zone in Syria would require a large U.S. military commitment, something that could prove to be unpopular with Americans weary of lengthy wars in Iraq and Afghanistan. Trump has said he would have a “very, very good” relationship with Russia.  Trump has said could work with Russia to combat Islamic State. He also said he would look into recognizing Crimea, seized from Ukraine in 2014, as Russian territory and lifting sanctions on Russia imposed by Western nations for what they called an illegal land grab. Trump has criticized the North Atlantic Treaty Organization, saying some U.S. allies have not met their defense commitments. In July, he said if Russia attacked a NATO member, he would consider whether the country has paid up before providing defense. NATO leaders say the sanctions against Russia are key to persuading it to change that country’s behavior in Ukraine, where it has backed ethnic Russian separatists, and that the alliance has long been focused on fighting international terrorism. With one vacancy on the Supreme Court and several more possible in the coming four years, Trump will have a chance to put a conservative stamp on the courts for decades to come. His list of potential nominees has won praise from conservative activists and Republicans in the U.S. Senate, who will be eager to help him in that area. Trump has called global warming a hoax and said he wants to cancel the 2015 Paris Agreement among almost 200 nations that entered into force on Nov. 4. Instead, he says he will push ahead and develop cheap coal, shale and oil.  Trump’s advisers are considering ways to bypass a theoretical four-year procedure for leaving the accord, according to a source on his transition team. ",politicsNews,"November 14, 2016 "
17160,Japan ruling coalition seen winning around two-thirds  majority: Kyodo,"TOKYO (Reuters) - Japanese Prime Minister Shinzo Abe s coalition is on track for a roughly two-thirds majority in Sunday s general election, a survey by Kyodo news agency showed, as its conservative rival led by Tokyo Governor Yuriko Koike appeared to lose momentum. Japanese go to the polls on Sunday to elect representatives for the country s 465-member lower house, the more powerful of Japan s two-chamber parliament. The Kyodo poll, conducted by telephone between Oct. 15-17, showed Abe s Liberal Democratic Party (LDP) poised to win about 280 seats in the 465-member lower house. Combined with its junior coalition partner Komeito, it is likely to retain about two-thirds of the seats, Kyodo said. The ruling bloc held a two-thirds  super majority  before the chamber was dissolved for the snap election. About two-fifth of voters polled were still undecided, suggesting they could still sway the results, it said. The Party of Hope, which Tokyo Governor Koike launched last month as a  reformist, conservative  alternative to the LDP, has lost momentum since the previous survey, Kyodo said. The Constitutional Democratic Party of Japan (CDPJ), formed this month by liberal members of the Democratic Party, is set to beat out the Party of Hope to become the leading opposition party, at least doubling its representation, Kyodo added. A Reuters corporate survey published on Wednesday showed Japanese companies overwhelmingly want Abe s coalition to stay in power but also want it to lose seats, suggesting they want political stability but don t want to hand him a landslide victory. ",worldnews,"October 18, 2017 "
12546,Canada to make fighter jets announcement on December 12: official,"OTTAWA (Reuters) - Canada will make an announcement about fighter jets at 1 pm ET (1800 GMT) on Tuesday, a government official said on Monday, declining to give more details. Sources told Reuters last week that the Canadian government is scrapping a plan to buy 18 Boeing Co Super Hornets and will instead acquire a fleet of second-hand Australian jets. ",worldnews,"December 11, 2017 "
17209,Israel: No peace talks with Palestinian government reliant on Hamas,"JERUSALEM (Reuters) - Israel said on Tuesday it would not hold peace negotiations with a Palestinian government dependent on the Islamist Hamas group, responding to a new reconciliation agreement between the two main Palestinian factions. Hamas, dominant in Gaza, and West Bank-based Palestinian President Mahmoud Abbas s Fatah faction sealed a deal last week in Cairo in which Hamas agreed to cede administrative control of Gaza, including the key Rafah border crossing. Under the Egyptian-brokered accord, the Fatah-backed government headed by Prime Minister Rami al-Hamdallah will run Gaza and the West Bank and Palestinian officials said there were no plans to add Hamas ministers to the government. The last Israeli-Palestinian peace talks collapsed in 2014, partly due to Israel s opposition to an earlier attempt at a Fatah-Hamas unity pact, and to Israeli settlement building on occupied land Palestinians seek for a state, among other factors.  In a statement on Tuesday after a meeting of senior Israeli ministers known as the Security Cabinet, Prime Minister Benjamin Netanyahu reaffirmed longstanding Israeli demands that Hamas abandon militancy.   Pursuant to previous decisions, (Israel) will not conduct diplomatic negotiations with a Palestinian government that relies on Hamas, a terrorist organization that calls for the destruction of Israel, as long as it does not fulfill the following conditions,  the statement began. It outlined seven conditions including a demand that Hamas  recognize Israel and disarm, sever its ties with Iran, return bodies of Israeli soldiers and civilians Israel believes are alive and held in Gaza, and that Abbas s Palestinian Authority (PA) assume full security control of the coastal enclave. Under the reconciliation deal, about 3,000 Fatah security officers are to join the Gaza police force but Hamas will remain the most powerful armed Palestinian faction in the territory, with some 25,000 well-equipped militants. Hamas seized Gaza from Fatah forces in a brief Palestinian civil war in 2007 and previous Egyptian mediation efforts to reconcile the rivals fell short. Analysts said the current deal is more likely to stick, given Hamas s growing isolation from erstwhile donor states and realization of how hard it would be to govern and rebuild Gaza. Abbas spokesman Nabil Abu Rdainah said the Palestinians would not be swayed by Israel s statement as it  will not change the official Palestinian position to move forward with reconciliation efforts.  He said the deal and the PA s return to Gaza had been welcomed by major powers including the United States and this would  achieve the aspirations of our people ... ending the occupation and establishing an independent Palestinian state.  Netanyahu s call is certain to please the right flank of his coalition and settler supporters with whom he has tried to find favor. On Tuesday, Israel announced more plans to build hundreds of new settler homes in the occupied West Bank. But it could hamper U.S. mediation attempts to resume peace negotiations. U.S. President Donald Trump s Middle East peace negotiator, Jason Greenblatt, and his son-in-law Jared Kushner have held discussions to achieve what Trump hopes will be the  deal of the century . ",worldnews,"October 17, 2017 "
16853,Graft probe into Mexico president's ally poses tricky challenge ahead of elections,"MEXICO CITY (Reuters) - With a tight general election looming next year, Mexican President Enrique Pena Nieto faces a tough choice on whether to pursue a graft probe involving a prominent ally and Brazilian construction firm Odebrecht. Mexico s top prosecutor, acting Attorney General, Alberto Elias Beltran, on Friday fired the federal attorney general responsible for electoral crimes, adding fuel to a case that may complicate the president s efforts to shake off allegations of corruption in the run-up to the July 2018 presidential vote. The dismissal of top electoral prosecutor, Santiago Nieto, came two days after he accused Emilio Lozoya, the former boss of state oil firm Pemex, and a longtime ally of President Pena Nieto, in a newspaper interview of writing to him to ask to be declared innocent of funneling Odebrecht cash to political campaigns. In Brazil, Odebrecht has admitted to paying bribes in several countries in Latin America, including Mexico.  President Pena Nieto s party, the Institutional Revolutionary Party (PRI), has been the dominant force of Mexican politics for the best part of a century, but has long been a byword for corruption. Mindful that the issue of corruption has become central to the 2018 election, the unpopular PRI has overseen the arrest of various former state governors, but Lozoya poses a more difficult challenge, given his proximity to the president.   If they investigate (Lozoya) deeply, I think it would be the end of the party in power. If they don t, they stir up more public anger,  said Paulo Diez, an anti-corruption lawyer who has taken on the government in high-profile graft scandals. Four days after becoming acting Attorney General, Alberto Elias Beltran dismissed Santiago Nieto on the grounds he had broken the office s code of conduct for public officials, his office said on Friday. The dismissal was attacked by the conservative National Action Party (PAN) and the leftist Party of the Democratic Revolution (PRD), opposition parties which questioned the impartiality of Pena Nieto s government.      Santiago Nieto told newspaper Reforma on Wednesday that Lozoya s letter was a bid to secure  impunity  and that Odebrecht money had entered political campaigns. Nieto s office confirmed the letter s existence, as well as the investigation into the former Pemex chief executive, when contacted by Reuters. Lozoya said in a press conference that he is innocent of all accusations and that he did not funnel cash to President Pena Nieto s campaign.  President Pena Nieto has also previously denied Odebrecht bribes made their way into his party s coffers.  Lozoya s lawyer, Javier Coello, denied his client had written seeking leniency interviews.  Coello also shared with Reuters a letter sent to Santiago Nieto, in which Lozoya asked to be informed of any criminal investigation into him, and to be called to testify if needed. That letter did not mention any appeals for clemency. Odebrecht has admitted to U.S. and Brazilian prosecutors that it paid $10.5 million in bribes in Mexico. Details of the payments have not been made public, though in August, Brazilian and Mexican media reported that Lozoya had asked Odebrecht executives for bribes in 2012 in return for contracts, citing testimony from Odebrecht employees.  On Monday this week, Attorney General Raul Cervantes stood down, telling Senators his office had concluded investigations into Odebrecht. However, the details have yet to be published.  ",worldnews,"October 21, 2017 "
2547,Schumer says Senate Democrats will not block votes on healthcare amendments,"WASHINGTON (Reuters) - U.S. Senate Democratic leader Chuck Schumer said Democrats will not block efforts by Republicans to vote on Tuesday night on amendments to a bill to repeal and replace Obamacare. “We’ll have to see what they propose, but we don’t mind having a few votes tonight,” Schumer told reporters after the Senate voted with no Democratic support to open debate on healthcare reform.    ",politicsNews,"July 25, 2017 "
8191,"Obama hopeful on spending, Zika funds after meeting Congress leaders","WASHINGTON (Reuters) - President Barack Obama said after meeting with the top four congressional leaders on Monday he was encouraged that lawmakers would be able to pass short term spending legislation to keep the government open during the 2017 fiscal year.  Democrat Obama said he was hopeful about reaching agreements with the Republican-majority Congress on funding to fight the Zika virus and for disaster relief after flooding in Louisiana. The president met with Senate Majority Leader Mitch McConnell, House Speaker Paul Ryan, both Republicans, and Senate Democratic Leader Harry Reid and House Democratic Leader Nancy Pelosi on issues that have been a struggle as his second term winds down. “My hope is that by the time Congress adjourns before the election that we will have an agreement in place to fund the government and that our Zika funding will be taken care of,” Obama told reporters in the Oval Office. Obama will leave office on Jan. 20.  Obama said he hoped Congress can make “modest progress” before the Nov. 8 elections and he was “even more hopeful we can get some things done,” after them. Congress must pass a temporary spending bill by Sept. 30 or much of the federal government will shut down. Shortly before the meeting with Obama, McConnell said congressional leaders were making progress on legislation on temporary spending and Zika. McConnell said he expected to advance the legislation in the Senate this week. Congressional leaders are considering attaching as much as $1.1 billion in Zika spending to the temporary spending bill. In February, Obama had asked Congress to approve $1.9 billion in emergency funds to fight Zika with diagnostic tools and vaccines, but disagreements over side issues related to abortion have led to divisions about full funding. Ryan spoke at the meeting about his desire to come to a speedy resolution on short term spending legislation that includes funding for Zika, an aide to the speaker said. Ryan also made clear his objections to doing a massive spending bill later in the year, the aide said. ",politicsNews,"September 12, 2016 "
5631,The Trump presidency on Feb. 5 at 7:10 P.M. EST,"(Reuters) - Highlights of the day for U.S. President Donald Trump’s administration on Sunday: Trump ramps up his criticism of a federal judge who blocked a travel ban on seven mainly Muslim nations and says courts were making U.S. border security harder, intensifying the first major legal battle of his presidency. Many of those caught up in Trump’s travel ban last weekend took advantage of a federal judge’s order temporarily suspending the order to complete their disrupted journeys to the United States. Trump faces an uphill battle to overcome a federal judge’s temporary hold on his travel ban, but the outcome of a ruling on the executive order’s ultimate legality is less certain, experts say Several technology companies plan to send a letter Trump on Monday urging his administration to follow through on proposed changes to the travel ban, sources familiar with the letter say. Washington state’s lawsuit challenging Trump’s executive order on immigration emerged out of a chaotic, 48-hour period in which the need for immediate action held sway over the kind of carefully thought-out strategizing that usually leads up to the filing of a major legal complaint, according to state Attorney General Bob Ferguson and other attorneys involved in actions against the order. German Foreign Minister Sigmar Gabriel says he was reassured after meetings last week with top U.S. officials that the United States is committed to a united Europe and to the NATO alliance. Despite declarations of unity at a recent European Union summit in Malta, EU countries are split on how to respond to policies from Trump, who has reversed staunch postwar U.S. support for European integration and suggested others follow Britain out of a bloc he has called “a vehicle for Germany.” Trump’s first two weeks in office have left some European politicians leaders aghast but are drawing cheers from France’s far-right National Front, as its leader, Marine Le Pen, launches her own bid for power. The governor of Colorado says he believes the Cuban government wants to further improve relations with the United States under Trump, as he wraps up a three-day visit to the Communist-run island nation. Trump says in remarks broadcast on Sunday that he would put Vice President Mike Pence in charge of a commission to probe what he believes was voter fraud in last November’s election. ",politicsNews,"February 5, 2017 "
5830,"Trump pushes drugmakers for lower prices, more U.S. production","WASHINGTON (Reuters) - U.S. President Donald Trump on Tuesday called on the pharmaceutical industry to boost U.S. production and lower prices, while also vowing to speed up approval times for new medicines and appoint a new U.S. Food and Drug Administration leader soon.  Shares of five of the six drug companies at the White House meeting with Trump were up more than 1 percent on average following the president’s remarks, compared with a 0.5 percent drop in the broad S&P 500. The Nasdaq Biotech Index was up 1.1 percent, reversing earlier losses, and the S&P 500 health care index gained 0.7 percent.      Attending the meeting were the CEOs of Novartis AG, Merck & Co Inc, Johnson & Johnson, Celgene Corp, Eli Lilly & Co and Amgen Inc as well as the head of the Pharmaceutical Research and Manufacturers of America lobbying group. Trump told the drugmakers that pricing had been “astronomical.” “We have to get prices down for a lot of reasons. We have no choice, for Medicare and Medicaid,” Trump said at the meeting, citing the nation’s government insurance programs for the elderly, the poor and the disabled that together are the largest U.S. purchaser of medications.    Trump also said currency devaluation by other countries had increased drugmakers’ outsourcing their production and called on the companies to make more of their products in the United States.  He added that foreign countries must pay fair share for drug development costs.  “We’re going to end global freeloading,” Trump said.  Novartis  CEO Joe Jimenez, who is chairman-elect of the industry lobbying group, said last week that he wanted to talk to Trump about efforts to develop pricing models that would pay for clinical results rather than a flat price per pill, as well as plans to replace the Affordable Care Act, which is popularly known as “Obamacare.” Trump spooked investors in the pharmaceuticals and biotech sectors by saying on Jan. 11, before his inauguration, that drug companies were “getting away with murder” on what they charged the government for medicine and that he would do something about it.  That prompted the pharmaceutical lobbying group to unveil a new TV marketing campaign last week to improve its image by focusing attention on strides in research. Company executives, meanwhile, have tried to tread a careful line in defending their industry while expressing optimism that the United States would continue to reward scientific advances.  ",politicsNews,"January 31, 2017 "
1476,U.S. preparing plan to draw down embassy staff in Havana: sources,"WASHINGTON (Reuters) - The United States is crafting a plan for a drawdown of staff from the American embassy in Havana in response to still-unexplained incidents that have harmed the health of some U.S. diplomats there, U.S. and congressional officials said on Thursday. The State Department’s plan, which was being finalized and could be announced within days, would call for the departure of non-essential staff and diplomats’ families, the sources said. But it was unclear whether leaving the island would be voluntary or compulsory, and one U.S. official said some details were still being worked out. U.S. officials say 21 U.S. diplomats and family members have been afflicted by health problems of unknown origin, including hearing loss, dizziness and nausea. Several Canadians have also been affected in Cuba, a Canadian official has said. The Cuban government has denied any role and is conducting an investigation. But it has so far said it has been unable to determine the cause. Proposals for a drawdown have moved forward since  U.S. Secretary of State Rex Tillerson met Cuban Foreign Minister Bruno Rodriguez in Washington on Tuesday to discuss the case, which has been threatening the already fragile detente between the two former Cold War foes. The State Department is expected to stop short of saying it will close the recently reopened embassy because of the mysterious affair, despite Tillerson having said last week that such a move was under consideration. But a partial evacuation, even one depicted by the Trump administration as a safety measure, would also send a message of U.S. displeasure over Cuba’s handling of the matter and deliver another blow to Obama-era engagement policies with Havana. U.S. State Department spokeswoman Heather Nauert told reporters Thursday that Tillerson – who is now on his way to Beijing - was reviewing all of his options for “how to best protect our American personnel” in Cuba and that she was not ready to announce any decision. But congressional staffers were briefed on the plan on Thursday, two congressional sources said. Republican U.S. Senator Marco Rubio, a harsh critic of the Cuban government, hinted at the State Department’s coming decision. “Any reduction of Americans from @USEmbassyHavana should also require equal number of Castro employees leaving regime’s embassy in U.S.,” he said in a message on Twitter. The State Department declined comment. McClatchy news service was the first to report this week that the United States would soon begin a major withdrawal of Havana staff. Depending on how many diplomats leave, the Havana embassy – the main point of contact for U.S. citizens visiting the island as well as American companies doing business there –  could be left with more of a skeletal staff to handle responsibilities. Though Washington has not cast direct blame on Cuban authorities, the State Department said Tillerson reminded Rodriguez at Tuesday’s meeting of Cuba’s obligation to protect diplomats and their families. In the highest-level U.S.-Cuba meeting since President Donald Trump took office, Rodriguez warned the United States against taking hasty decisions and urged Washington to cooperate with its ongoing investigation. Washington earlier this year expelled two Cuban diplomats over the alleged incidents. The case has brought simmering tensions between the two countries since Trump took office to the boil. Trump, who in June vowed to partially roll back the detente with Cuba agreed by his Democratic predecessor, President Barack Obama, called the Cuban government “corrupt and destabilizing” in his address to the United Nations General Assembly last week. He said he would not lift the U.S. trade embargo on the Caribbean island until it made “fundamental reforms.” Cuba described his comments as “unacceptable and meddling.” ",politicsNews,"September 28, 2017 "
12305,German police raid locations linked to Islamist militants,"BERLIN (Reuters) - German police investigating four people suspected of planning an Islamist-motivated attack raided nine locations in Berlin and the eastern state of Saxony Anhalt on Thursday, prosecutors said. The four suspects, aged between 18 and 21, are accused of being members of the Islamic State group, prosecutors and police said in a statement. Three are believed to be in Syria: two traveled from Berlin via Istanbul to Islamic State-held territory in Syria in November 2016 and a third is accused of receiving military training in Syria. The fourth is believed to have helped the other three travel there. Prosecutors did not say if any arrests were made in the raids, mounted by some 130 officers, including special forces, who confiscated electronic devices.  The General Prosecutor s Office in Berlin is investigating four suspects aged between 18 and 21 who are suspected of membership in a terrorist organization (IS) as well as of preparing a serious crime against the state,  the statement said. Bild newspaper said police had arrested a number of people suspected of having links to a failed asylum seeker who killed 12 people by driving a truck into crowds at a Berlin Christmas market last year. Tunisian Anis Amri escaped after launching the Dec. 19 attack and was shot by Italian police in Milan less than a week later. The affair exposed failings by intelligence agencies who had stopped surveillance of Amri after concluding he posed no danger. Security at Christmas markets has been beefed up this year with guards and concrete blocks. ",worldnews,"December 14, 2017 "
3026,"U.S. Supreme Court revival on Trump travel ban draws praise, criticism","(Reuters) - The U.S. Supreme Court on Monday gave President Donald Trump a victory by allowing his temporary ban on travelers from six Muslim-majority countries and all refugees to go into effect for people with no strong ties to the United States while agreeing to decide the order’s legality this fall. The case is a major test of presidential powers. The justices granted parts of the Trump administration’s emergency request to put the order into effect immediately while the legal battle continues. The court, which narrowed the scope of lower court rulings that had blocked his March 6 executive order, said it would hear arguments in October on the lawfulness of the ban. THE COUNCIL ON AMERICAN-ISLAMIC RELATIONS, A MUSLIM CIVIL RIGHTS AND ADVOCACY ORGANIZATION The council expressed its concerns about the Supreme Court decision in relations to Islam saying it “ignores the Islamophobic origins of the policy and emboldens Islamophobes in the Trump administration.” AHMED AL-NASI, OFFICIAL AT YEMEN MINISTRY OF EXPATRIATE AFFAIRS Al-Nasi, whose country is one of the six falling under the ban, also criticized the Supreme Court decision.  “We believe it will not help in confronting terrorism and extremism, but rather will increase the feeling among the nationals of these countries that they are all being targeted,” he said. “Especially given that Yemen is an active partner of the United States in the war on terrorism and that there are joint operations against terrorist elements in Yemen.” Shaheen expressed disappointment in the court’s decision. “Muslim travel ban has no merit & offensive to our nation’s core values,” she said on Twitter.  TOM FITTON, PRESIDENT OF JUDICIAL WATCH, A CONSERVATIVE FOUNDATION  Fitton praised the Supreme Court’s decision. “This is a major blow to anti-Trump activist judges on the lower courts. And it is a big victory for our nation’s security, President Trump, and the rule of the law.” he said in a statement.  DAVID MILIBAND, CHIEF EXECUTIVE OF THE INTERNATIONAL RESCUE COMMITTEE HUMANITARIAN AGENCY AND A FORMER BRITISH FOREIGN MINISTER Miliband said the ruling could hurt refugees who have already been vetted and were slated to come to the United States.      “The court’s decision threatens damage to vulnerable people waiting to come to the U.S.: people with urgent medical conditions blocked, innocent people left adrift, all of whom have been extensively vetted,” he said in a statement. “We urge the administration to begin its long-delayed review of the vetting process and restart a program which changes lives for the better.” MICHAEL O’ROURKE, CHIEF MARKET STRATEGIST AT JONESTRADING IN GREENWICH, CONNECTICUT O’Rourke said it was not clear if the news on the travel ban was having an impact on stocks.  “I think it’s having a little impact, but I’m not sure. It just seemed to be the timing of the headlines.  “There are a couple of different things floating around. ... I feel there’s a combination of a bunch of little things.   “And I have a thematic track basket for immigration, and there are a bunch of tech names in there. Maybe people are reading into the immigration story there. ... But we know what policy the president is going to pursue. It’s not lining up perfectly for me.” ERIC SCHWARTZ, PRESIDENT OF REFUGEES INTERNATIONAL AND FORMER U.S. ASSISTANT SECRETARY OF STATE FOR POPULATION, REFUGEES, AND MIGRATION Schwartz said he was disappointed by the court’s decision. “The suspension of refugee resettlement will impact the most vulnerable of the world’s populations, including refugee women and girls, survivors of violence and torture, and refugee children, among many other groups at considerable risk.” he said. “The options for organizations like ours are now limited as the Supreme Court reviews this case.” BECCA HELLER, DIRECTOR OF THE INTERNATIONAL REFUGEE ASSISTANCE PROJECT Heller said the parts of the travel ban allowed to go into effect “are actually incredibly narrow.” “Almost anyone coming into the U.S. who has a visa or has been in the refugee program for a while ... has some kind of tie to a U.S. person or a U.S. entity,” she said. “The hope is that this really only impacts a very small number of people.” Trump praised the court’s decision in a statement released by the White House. “Today’s unanimous Supreme Court decision is a clear victory for our national security,” he said. “Today’s ruling allows me to use an important tool for protecting our nation’s homeland.” DEMOCRATIC SENATOR ED MARKEY OF MASSACHUSETTS, MEMBER OF THE SENATE FOREIGN RELATIONS COMMITTEE Markey said in an interview with CNN that the top court made it clear the Trump administration had overreached when it came to businesses, family members and students but expressed concern that the court did not issue a more fundamental ruling.           “I’m disappointed that the court just didn’t rule that a Muslim ban in and of itself is unconstitutional,” Markey said. OMAR JADWAT, DIRECTOR OF THE AMERICAN CIVIL LIBERTIES UNION’S IMMIGRANTS’ RIGHTS PROJECT Jadwat, who argued the appellate case on the executive order, said in a statement: “President Trump’s Muslim ban violates the fundamental constitutional principle that government cannot favor or disfavor any one religion. Courts have repeatedly blocked this indefensible and discriminatory ban. The Supreme Court now has a chance to permanently strike it down.” WILLIAM STOCK, OUTGOING PRESIDENT OF THE AMERICAN IMMIGRATION LAWYERS ASSOCIATION  Stock said the “bona fide connections” to the United States cited by the court as a requirement for admission to the country might include those on employer-sponsored visas, family-sponsored green card applications, people who are admitted by schools in the United States as students and those collaborating on research with people in the United States.  “The court seems to be saying if a family in Iran had prepaid for Disneyland, they probably have a demonstrable connection to the United States that might allow for issuance of a visitor visa,” Stock said. “If a person says ‘I’ve heard of Disneyland and I’d really like to see it,’ that probably doesn’t get them in.” In a statement, Perez vowed to keep fighting the ban, which he called unconstitutional and an assault on American religious freedom.   “As a nation, our diversity is our greatest strength, and we cannot allow such prejudice to shut the doors of progress. Democrats will continue to fight this hatred every step of the way,” Perez said.   “Great news for our national security, the rule of law and @POTUS,” Strange said on Twitter, referring to Trump. ",politicsNews,"June 26, 2017 "
